Date_of_Accusation,Name_of_Accused,Gender,Location_of_Case,Charge,Result_of_Case,latitude,longitude,geo_precision
1622,Maren_Chrestensdatter,Female,"Pederstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1622,Kirsten_Smeds,Female,"Holbæk, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.7186117,11.7135474,original
1622,Karen_Broksdatter,Female,"Nørlyng Herred, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.42,9.32,herred
1622,Hr._Christen_Pedersen_Væver,Male,"Gierslev ved Høng, Gierslev, Sjælland",Secret_Arts,The_king_ordered_that_a_case_be_brought_against_the_priest_at_the_local_diocesan_synod_landemode,55.49056,11.32121,original
1622,Nogle_trolddomssager,multiple_people,Lolland-Falster,Witchcraft,"Joergen_Grubbe_was_ordered_by_the_king_to_take_charge_of_some_Witchcraft_cases_on_Lolland-Falster,_since_the_new_judge_there_Holger_Bilde_could_not_himself_pass_judgment_as_he_was_the_plaintiff_in_the_cases",54.698938,11.442503,original
1622,Sidse_Tues,Female,"Skovshoved, Sjælland",Secret_Arts,"Banishment_Sentenced_under_the_1617_ordinance_on_Secret_Arts_She_presumably_also_forfeited_her_share_of_the_marital_estate_boslod_as_the_law_dictated,_though_this_is_not_stated_directly_in_the_case",55.186226,12.1015527,original
1623,Else_Offersdatter,Female,"Holstebro, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Johane_Pallis,Female,"Dejbjerg, Vognbjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Anne_Sørensdatter,Female,"Ydby, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Karen_Olufsdatter,Female,"Vindblæs, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Maren_Sørensdatter_Kønn,Female,"Mariager, Nørrejylland",Witchcraft,Acquitted,56.6472,9.9822,town
1623,Johane_Gregersdatter_Kump,Female,"Fjaltring, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Hans_Mortensen_Hundmand,Male,"Resen, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Karen_Madsdatter,Female,"Vester-Hassing, Nørrejylland",Witchcraft,"A_church_jury_kirkenaevn_still_had_to_be_sworn_in_at_the_local_court,_so_Viborg_regional_court_landsting_sent_the_case_back",56.2639,9.5018,region
1623,Maren_Laustdatter,Female,"Vester-Hassing, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Mette_Nielsdatter,Female,"Vester-Hassing, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Anne_Mortensdatter,Female,"Vester-Hassing, Houlgård, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Jens_Mortensen,Male,"Kattrup, Overby, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Anne_Suendsdatter,Female,"Fabjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Jens_Olesen,Male,"Skyum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Maren_Jensdatter_Det_wilde_faar,Female,"Strandby, Overskov, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.4667,10.5167,town
1623,Anne_Jensdatter_Hiordquone,Female,"Als, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Anne_Jespersdatter_Sand,Female,"Odby, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Karen_Andersdatter,Female,"Fabjerg, Biøring, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Margrete_Andersdatter,Female,"Brovst, Nøryse, Nørrejylland",Witchcraft,Acquitted,57.0975,9.5219,town
1623,Chresten_Chrestensen_Find,Male,"Hvidbjerg, Egebjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Mette_Madsdatter,Female,"Odby, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Karin_Hansdatter,Female,"Odby, Serup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Karen_Madsdatter,Female,"Hvidbjerg, Hellerød, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Niels_Chrestensen,Male,"Odby, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Ane_Lauritzdatter,Female,"Sæby, Nørrejylland",Witchcraft,Acquitted,57.3333,10.5333,town
1623,Anne_Jensdatter,Female,"Ranum, Randum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Anne_Jensdatter,Female,"Randum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Mette_Poulsdatter,Female,"Randum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Jens_Jørgensens_wife,Male,"Lemvig, Nørrejylland",Witchcraft,Acquitted,56.5497,8.3086,town
1623,Maren_Jensdatter_Slader,Female,"Lemvig, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.5497,8.3086,town
1623,Dorthe_Madsdatter,Female,"Odby, Serup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Birthe_Laursdatter,Female,"Hyllebjerg, Boldrup, Nørrejylland",Witchcraft,Guilty_Banishment,56.2639,9.5018,region
1623,Citzell_Chrestensdatter_Møller,Female,"Holstebro, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Jensdatter,Female,"Nørre-Nissum, Vang, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Jensdatter,Female,"Nørre-Nissum, Vang, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Dorte_Sørensdatter,Female,"Vejby, Veiby, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Maren_Christensdatter,Female,"Nørre-Nissum, Vang, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Pedersdatter,Female,"Grynderup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Thyrre_Pedersdatter,Female,"Hjørring, Sakstrup, Nørrejylland",Witchcraft,Guilty_Banishment,57.4649,9.98,town
1623,Kirsten_lbsdatter,Female,"Mygdal, Møgeldal, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Michelsdatter_Beryder,Female,"Harboør, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Birgitte_Chrestensdatter,Female,"Sankt Hans, Krustrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Nielsdatter,Female,"Odby, Siørup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Jens_Andersen_Skreder,Male,"Hørby, Kur, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Kirsten_Eschesdatter,Female,"Gudum, Havskov, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Maren_Pedersdatter_Færgekone,Female,"Lovns, Hvalpsund, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7333,9.2,town
1623,Maren_Jensdatter,Female,"Lovns, Hole, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7333,9.2,town
1623,Kirsten_Laursdatter,Female,"Ullits, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Kirsten_Jensdatter_Rytter,Female,"Resen, Bæk, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Maren_Olufsquone,Female,"Holstebro, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1623,Johane_Andersdatter,Female,"Vester-Hassing, V Hassing, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Hose_Mette_Jensdatter,Female,"Elling, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.45,10.4667,town
1623,Chresten_Sørensen_Klørknægt,Male,"Råbjerg, Ålbæk, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Anne_Giertsdatter,Female,"Hørby, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1623,Erik_Christensen_Spill,Male,"Hjerm, Hjerm herredsting, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.42,8.55,herred
1623,Chresten_Pedersen,Male,"Gudum, Havskov, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1623,Margrethe_Peder_Mortensens_kvinde,Female,Møn,Witchcraft,Guilty_execution_of_burning_at_the_stake,54.9698431,12.424946,original
1623,Bodil_Brun,Female,"Råbylille, Møn",Witchcraft,Unknown,54.95,12.3,town
1623,Maren_Kamps,Female,Møn,Witchcraft,Unknown,54.9698431,12.424946,original
1623,Johanne_Skrædders,Female,Møn,Witchcraft,Unknown,54.9698431,12.424946,original
1623,Anne_Melkors,Female,"Ålebæk, Møn",Witchcraft,Unknown,54.95,12.3,town
1623,Anne_Kurremands,Female,"Magleby, Møn",Witchcraft,Unknown,54.9829599,12.4826762,original
1623,Anne_Mogenses,Female,Møn,Witchcraft,Unknown,54.9698431,12.424946,original
1623,Maren_Jep_Fynboes,Female,"Mandemarke, Møn",Witchcraft,Guilty_execution_of_burning_at_the_stake,54.9720395,12.4808806,original
1623,Karen_Peder_Smeds,Female,"Torpe, Møn",Witchcraft,Fled,54.95,12.3,town
1623,Ludvig_Tatter,Male,Møn,Witchcraft,Guilty_execution_of_burning_at_the_stake,54.9698431,12.424946,original
1623,Hans_Kamps,Male,Møn,Witchcraft,Guilty_execution_of_burning_at_the_stake,54.9698431,12.424946,original
1623,Johanne_Andersdatter,Female,"Aalborg, Vester Hassing, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.0488,9.9217,town
1623,Anne_Peters/Pejters,Female,"Vestre herred, Møn",Witchcraft,Unknown,54.95,12.3,town
1623,Mette_Utters,Female,"Skovhuse, Møn",Witchcraft,Guilty_execution_of_burning_at_the_stake,54.95,12.3,town
1624,Chresten_Chrestensen_Find,Male,"Hvidbjerg, Egebjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Kirsten_Eschisdatter,Female,"Gudum, Havskov, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Maren_Willumsdatter_Fialtring,Female,"Nørre-Omme, Nr. Omme, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Knud_Jensen_Korsgård,Male,"Holstebro, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Chresten_Lauritzen,Male,"Resen, Havgård, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Anne_Madsdatter,Female,"Hvidbjerg, Semb, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Bergitte_Sørensquone,Female,"Øster-Hassing, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Karen_Jensdatter_Rotborg,Female,"Resen, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Karen_Andersdatter_Winter,Female,"Fabjerg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Enger_Jepsdatter_Kollj,Female,"Nørre-Nissum, Varhede, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Margrethe_Christensdatter,Female,"Nørre-Nissum, Ejdal, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Karen_Chrestensdatter,Female,"Nørre-Nissum, Kurhøj, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Karen_Jensdatter_Worumbs,Female,"Randers, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4607,10.0364,town
1624,Gertrud_Pedersdatter_Kaas,Female,"Ørum, Jebjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Maren_Jensdatter_Kastbjerg,Female,"Randers, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4607,10.0364,town
1624,Anne_Jensdatter_Worumbs,Female,"Randers, Nørrejylland",Witchcraft,Acquitted,56.4607,10.0364,town
1624,Anne_Lauridtzdatter,Female,"Hobro, Nørrejylland",Witchcraft,Acquitted,56.6389,9.7847,town
1624,Anne_Jenskone,Female,"Viuf, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Anne_Jenskone,Female,"Viuf, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Chresten_Pedersen,Male,"Gudum, Havskov, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Karen_Andersdatter_Reff,Female,"Fabjerg, Biøring, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Maren_Mogens_Schous,Female,"Randers, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.4607,10.0364,town
1624,Margrete_Mogensdatter,Female,"Viuf, Randers, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.4607,10.0364,town
1624,Kirsten_salig_Poul_Nielsens,Female,"Tørring, Randers, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.4607,10.0364,town
1624,Karen_Rasmusdatter,Female,"Tørring, Dusgård, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Døretti_Nielsdatter,Female,"Ramsing, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Mette_Andersdatter,Female,"Farsø, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7667,9.3333,town
1624,Maren_Jensdatter,Female,"Farsø, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7667,9.3333,town
1624,Karen_Simensdatter_Støgnett,Female,"Farsø, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7667,9.3333,town
1624,Jep_Eschisen,Male,"Tangsgård, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Anne_Chrestensdatter,Female,"Fjaltring, Hee, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Buold_Andersdatter_Finck,Female,"Ferring, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Mette_Thøgersdatter,Female,"Hem, Nørrejylland",Witchcraft,A_church_jury_kirkenaevn_still_had_to_be_sworn_in_at_the_local_court_so_Viborg_regional_court_landsting_sent_the_case_back,56.2639,9.5018,region
1624,Maren_Jørgensdatter_Brands,Female,"Hornslet, Tendrup, Nørrejylland",Witchcraft,Guilty_Banishment,56.3167,10.3333,town
1624,Anne_Jensdatter,Female,"Vestervig, Nørrejylland",Witchcraft,Guilty_Banishment,56.7719,8.3183,town
1624,Røgett_Elle_Nielsdatter,Female,"Viuf, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Jens_Nielsen,Male,"Viuf, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Mette_Hanskone,Female,"Viuf, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Maren_Pouils,Female,"Smidstrup, Håstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Maren_Knuds,Female,"Smidstrup, Håstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Johane_Madsdatter,Female,"Vang, Klostergård, Nørrejylland",Witchcraft,Guilty_Banishment,56.2639,9.5018,region
1624,Dørettj_Jensdatter_Fyrkatt,Female,"Agger, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.7833,8.2333,town
1624,Niels_Lauritzen_Neffue,Male,"Hallund, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.1833,10.1667,town
1624,Kirsten_Nielsdatter_Suottis,Female,"Gårslev, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Else_Schougårds,Female,"Gauerslund, Andkjær, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Maren_Nielskone,Female,"Øster-Starup, Skyggebjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Anne_Enckis,Female,"Gauerslund, Sellerup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1624,Wrsala_Peders,Female,"Smidstrup, Håstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1624,Jens_Sørensen,Male,"Vejrum, Tinggård, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1624,Unknown,Unknown,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1624,Jens_Skomagers_kone,Female,"Østermarie, Bornholm, Skånelandene",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.9833,13.5833,region
1624,Christoffer_Olsens_kone,Female,"Knudsker, Bornholm, Skånelandene",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.9833,13.5833,region
1624,Kirsten_Jensdatter,Female,"Skam herred, Agernæs birk, Fyn",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.3333,10.4167,region
1624,Maren_Niels_Findsens,Female,"Skam herred, Agernæs birk, Fyn",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.3333,10.4167,region
1624,Kiersten_Peder_Christophersens,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Litse_Ifver_Madtsens,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Gertrud_Bayes,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Boel_Lundenes,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Boeld_Hellis,Female,Møn,Witchcraft,Unknown,54.9698431,12.424946,original
1624,Kirsten_Peders,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Lutze_Iffuers,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Boel_Lundenes,Female,Langeland,Witchcraft,Unknown,54.9432304,10.7775084,original
1624,Maren_Skow,Female,Langeland,Secret_Arts,Unknown,54.9432304,10.7775084,original
1624,Maren_Peder_Jensens,Female,Møn,Witchcraft,Guilty,54.9698431,12.424946,original
1624,Gertrud_Boesdatter,Female,"Stubbekøbing, Falster",Witchcraft,Guilty_execution_of_burning_at_the_stake,54.8833,12.0333,town
1625,Karin_Anderskone,Female,"Gauerslund, Børkop, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1625,Maren_Peders,Female,"Gauerslund, Børkop, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1625,Barbra_Chrestensdatter,Female,"Odby, Nørrejylland",Witchcraft,Guilty_Banishment,56.2639,9.5018,region
1625,Karen_Thamesdatter_Dausgård,Female,"Århus, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.1629,10.2039,town
1625,Else_Jensdatter,Female,"Hals, Nørrejylland",Witchcraft,Acquitted,57.0833,10.3167,town
1625,Maren_Thamesdatter_Thrinhosses,Female,"Brabrand, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1625,Kirsten_Sørensdatter_Thalle_stumpes,Female,"Århus, Nørrejylland",Witchcraft,Guilty_Banishment,56.1629,10.2039,town
1625,Sofie_Jensdatter,Female,"Durup, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Willum_Jørgensen_Krogstrup,Male,"Års, Nørrejylland",Witchcraft,Unknown,56.8017,9.5158,town
1625,Mette_Bertelsdatter_Brandewins,Female,"Vestervig, Randrup, Nørrejylland",Witchcraft,Acquitted,56.7719,8.3183,town
1625,Jens_Andersen,Male,"Ranum, Randum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Ane_Nielsdatter_Gaffueds,Female,"Rind, Vognbjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Gregers_Jensen,Male,"Hørdam, Hvordrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1625,Cresten_Pedersen,Male,"Samstgård, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1625,Karen_Nielsdatter,Female,"Vestervig, Randrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7719,8.3183,town
1625,Thamis_Christensen,Male,"Vestervig, Røjkær, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.7719,8.3183,town
1625,Kirsten_Michels,Female,"Dejbjerg, Råbjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Rasmus_Ingeisen,Male,"Odder, Nørrejylland",Witchcraft_Denunciation_case,Guilty,56.2639,9.5018,region
1625,Buold_Jensdatter_Dei,Female,"Fræer, Nørrejylland",Witchcraft,Indefinite_verdict,56.2639,9.5018,region
1625,Ane_Lauritzdatter,Female,"Sønder-Borris, Borris, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.9,8.6333,town
1625,Maren_Suendsdatter_Norre,Female,"Borbjerg, Nr. Trabjerg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1625,Ane_Sørensdatter,Female,"Borbjerg, Nr. Trabjerg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1625,Buold_Jensdatter,Female,"Simested, Sinested, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Ane_Pedersdatter,Female,"Sønder-Borris, Døvelmose, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1625,Nogle_på_Møn_henrettede_troldkvinder,Female,Møn,Witchcraft,Guilty_execution_of_burning_at_the_stake,54.9698431,12.424946,original
1625,Kvinde,Female,"Bornholm, Skånelandene",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.9833,13.5833,region
1625,Søren_Møllers_wife,Female,"Stubbekøbing, Falster",Witchcraft,Guilty_execution_of_burning_at_the_stake,54.8833,12.0333,town
1625,Unknown,Female,"Roskilde, Sjælland",Witchcraft,Unknown,55.6433478,12.0819247,original
1625,Unknown,Male,"Lund, Skånelandene",Witchcraft_and_Secret_Arts,The_bailiff_was_to_punish_him_severely_according_to_the_verdict,55.7047,13.191,town
1625,Landsdommerens_på_Møn_kone,Female,Møn,Witchcraft_Denunciation,Unknown,54.9698431,12.424946,original
1625,En_skrædder,Male,"Lundemæs_len, Nørrejylland",Fornication_and_Secret_Arts_Morality_case_and_Witchcraft_case,The_bailiff_was_to_punish_him_for_both_types_of_offence,56.2639,9.5018,region
1625,Unknown,Female,"Lundemæs_len, Nørrejylland",Secret_Arts,Unknown,56.2639,9.5018,region
1625,Else_Thorkels,Female,"Køge, Sjælland",Witchcraft,Unknown,55.4565009,12.1818964,original
1625,Marine_Pommerantiz,Female,"Helsingør, Sjælland",Witchcraft,Unknown,56.0347693,12.6133829,original
1625,Bodil_Monsis,Female,"Stubbekøbing, Falster",Witchcraft,Guilty_She_and_her_husband_are_listed_as_having_fled_in_the_town_bailiff's_accounts,54.8833,12.0333,town
1626,Mads_Andersen,Male,"Fur, Nørrejylland",Witchcraft,Acquitted,56.8167,9.0333,town
1626,Maren_Knudsdatter_Byrgis,Female,"Randers, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4607,10.0364,town
1626,Anne_Jensdatter_Justis,Female,"Udby, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1626,Maren_Jespersdatter_Pes_for_hordtt,Female,"Horsens, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.8607,9.8503,town
1626,Jens_Christensen,Male,"Veggerslev, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1626,Maren_Chrestensdatter,Female,"Randers, Nørrejylland?",Witchcraft_Denunciation_case,Acquitted,56.4607,10.0364,town
1626,Kirsten_Jensdatter,Female,"Fur, Nørrejylland",Witchcraft,Acquitted,56.8167,9.0333,town
1626,Maren_Pedersdatter,Female,"Låstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1626,Karin_Jensdatter,Female,"Agger, Ø. Agger, Nørrejylland",Witchcraft,Acquitted,56.7833,8.2333,town
1626,Inge_Jensdatter_Schonings,Female,"Aså-Melholt, Melholt, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.1833,10.3833,town
1626,Ane_Hans_Murmands,Female,"Horsens, Nørrejylland",Witchcraft,Acquitted,55.8607,9.8503,town
1626,Kirsten_Clemidtzdatter,Female,"Vandborg, Råbjerg, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1626,Anne_Oluf_Schous,Female,"Borre, Møn",Witchcraft,Unknown,50.4483938,3.9033161,original
1626,Maren_Jep_Navers,Female,"Borre, Møn",Witchcraft,Guilty_execution_of_burning_at_the_stake,50.4483938,3.9033161,original
1626,Maren_Peder_Ejesens,Female,"Borre, Møn",Witchcraft,Guilty_execution_of_burning_at_the_stake,50.4483938,3.9033161,original
1626,Karen_Rasmus_Rødhårs,Female,"Ålebæk, Møn",Witchcraft,Guilty_execution_of_burning_at_the_stake,54.95,12.3,town
1626,Nogle_kvinder,Female,"Faxe, Sjælland",Witchcraft,Unknown,55.2521203,12.1142399,original
1626,Anne_Rasmus_Kurremands,Female,"Magleby, Møn",Witchcraft,Unknown,54.9829599,12.4826762,original
1626,Anne_Niels_Lauridsens,Female,"Vestud, Møn",Witchcraft,Unknown,54.95,12.3,town
1626,Else_Lauersdatter,Female,"Aalborg, Nørrejylland",Witchcraft_or_Secret_Arts,Unknown,57.0488,9.9217,town
1626,Magdalene_Madsdatter,Female,"Aalborg, Nørrejylland",Witchcraft_or_Secret_Arts,Unknown,57.0488,9.9217,town
1626,Inger_Nielsdatter_Jens_Andersen_Wodskovs,Female,"Aalborg, Nørrejylland",Accomplice_Secret_Arts,Unknown,57.0488,9.9217,town
1626,Jens_Andersen_Wodskov,Male,"Aalborg, Nørrejylland",Accomplice_Secret_Arts,Guilty_fine_and_public_penance_confirmed_at_the_regional_court_landsting,57.0488,9.9217,town
1626,Christen_Johansens_kone,Female,"Gøl, Nørrejylland",Witchcraft_or_Secret_Arts_Defamation_case,Unknown,57.0833,9.6833,town
1626,Birgitte_Schonning_eller_Birgitte_Laurids_Svendsens,Female,"Helsingør, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.0347693,12.6133829,original
1626,Citze_Terschers,Female,"Helsingør, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.0347693,12.6133829,original
1626,Maren_Peder_Holsts,Female,"Helsingør, Sjælland",Witchcraft_Denunciation,No_charge,56.0347693,12.6133829,original
