Date_of_Accusation,Name_of_Accused,Gender,Location_of_Case,Charge,Result_of_Case,latitude,longitude,geo_precision
1613,Karen_Matzes,Female,"Ebeltoft, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.1957,10.6836,town
1613,Chresten_Marquordsen,Male,"Tørrild, Tørrild_herred, Nørrejylland",Witchcraft,Acquitted,55.7833,9.25,herred
1613,Kirsten_Pallisdatter,Female,"Billum, Kjelst, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1613,Anne_Lourups,Female,"Ribe, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.3297,8.7671,town
1613,Chresten_Marquordsens_wife,Female,"Tørrild, Tørrild_herred, Nørrejylland",Witchcraft,Acquitted,55.7833,9.25,herred
1613-1614,Kirsten_Mads_Mortensens,Female,"Tryggevælde_Len, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.41667,11.83333,original
1613-1614,Christen_Kræmmer,Male,"Tryggevælde_Len, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.41667,11.83333,original
1613-1614,Christen_Kræmmers_wife,Female,"Tryggevælde_Len, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.41667,11.83333,original
1613-1614,Maren_Ringsbjerg,Female,"Tryggevælde_Len, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.41667,11.83333,original
1613-1614,Christen_Møllers_wife,Female,"Nykøbing, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.7969,8.8608,town
1613,Pus_Maren,Female,"Fanø, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4394,8.4131,town
1613,Unknown,Unknown,"København, Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.45802,12.18214,original
1613,Unknown,Female,"Helsingør, Sjælland",Witchcraft_or_Secret_Arts,Banishment_banished_immediately_without_trial,56.0347693,12.6133829,original
1613,Unknown,Female,"Helsingør, Sjælland",Witchcraft_or_Secret_Arts,Banishment_banished_immediately_without_trial,56.0347693,12.6133829,original
1613,Anne_Olufs,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1613,Annike_Christoffersdatter,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1613,Karen_Eriks,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1613,Maren_Bysvends,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1614,Else_Peder_Mortensens,Female,"Ribe, Nørrejylland",Witchcraft,Acquitted,55.3297,8.7671,town
1614,Bodild_Harchisdatter,Female,"Ribe, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.3297,8.7671,town
1614,Karen_Kallis,Female,"Ribe, Nørrejylland",Witchcraft,Acquitted,55.3297,8.7671,town
1614,Apelones_Karen_Simensdatter,Female,"Ho, Sønderside, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1614,Maren_Chresten_Nissens,Female,"Skast_Herred, Toftnæs, Nørrejylland",Witchcraft,Unknown,55.53,8.63,herred
1614,Maren_Knuds,Female,"Vester_Horne_Herred, Oksby, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.5975,8.1236,town
1614,Johanne_Velaskone,Female,"Vester_Horne_Herred, Skødstrup-Al, Nørrejylland",Witchcraft,Unknown,55.61,8.26,herred
1614,Maren_Nigerpande_Pedersdatter,Female,"Vester_Horne_Herred, Oksby, Nørrejylland",Witchcraft,Unknown,55.5975,8.1236,town
1614,Ellen_Klemens,Female,"Varde, Nørrejylland",Witchcraft,Unknown,55.6212,8.4813,town
1614,Johanne_Murmesters,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1614,Birgitte_Strickens,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake,55.605,13.0038,town
1614,Johanne_Mortensdatter,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake,55.605,13.0038,town
1614,Voldborg_Tommisdatter_af_Vintrie,Female,"Malmø, Skånelandene,_Vintrie",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake,55.55,12.96667,original
1614,Johanne_Olufsdatter_Poul_Tidemands,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Acquitted,55.605,13.0038,town
1614,Margrete_Lauridsdatter,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake,55.605,13.0038,town
1614,Sidse_Andersdatter,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts_Denunciation,The_person_who_named_her_withdrew_the_statement,55.605,13.0038,town
1615,Morten_Nielsen,Male,"Ho, Sønderside, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1615,Else_Holtungs,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1615,Birgitte_Rokkemagers,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1615,Mette_Navns,Female,"Køge, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4565009,12.1818964,original
1615,Peder_Skriffuer,Male,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts_Defamation_case,Settlement_this_also_included_an_obligation_directed_against_the_accusers,55.605,13.0038,town
1616,Anne_Thamiskone,Female,"Ål, Gjedbjerg, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1616,Maren_Piersdatter,Female,"Øster-Jølby, Vester_Jølby, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1616,Margret_Chrestensdatter,Female,"Stagstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1616,Anne_Chrestensdatter_Fejquone,Female,"Understed, Understed_Brænils_hus, Nørrejylland",Witchcraft,Acquitted,57.4,10.4167,town
1616,Anne_Lundtz,Female,"Skagen, Nørrejylland",Witchcraft,Acquitted,57.7208,10.5843,town
1616,Kirsten_Thamisdatter,Female,"Øland, Øster_By_på_Øland, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1616,Elle_Jensdatter,Female,"Stagstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1616,Karin_Piersdatter_Suortkone,Female,"Nykøbing, Nørrejylland",Witchcraft,Acquitted,56.7969,8.8608,town
1616,Unknown,Female,"Odense, Fyn",Witchcraft,Unknown,55.371595,10.4484615,original
1617,Karen_Andersdatter_Føutin,Female,"Djursland, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Else_Ibsdatter_Husskone,Female,"Sønder-Lem, Sdr_Lem, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Barbara_Nielsdatter,Female,"Læsø, Vester_sogn, Nørrejylland",Witchcraft,Acquitted,57.2667,11.0,town
1617,Zisell_Peders,Female,"Varde, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,55.6212,8.4813,town
1617,Bergete_Nielskone,Female,"Varde, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,55.6212,8.4813,town
1617,Apellonie_Pouiels_Thamisdatter,Female,"Varde, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,55.6212,8.4813,town
1617,Siede_Chrestensdatter_Wefferquone,Female,"Veggerby, Brested, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Buoll_Ibsdatter_Hoffuens,Female,"Todbjerg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Sisell_Chrestens,Female,"Hostrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Maren_Knuds,Female,"Varde, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,55.6212,8.4813,town
1617,Ane_Ibskone,Female,"Stadil, Allerum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1617,Maren_Joens,Female,"Vindblæs, Lystrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Ane_Jensdatter,Female,"Grenå, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4167,10.8833,town
1617,Maren_Jørgensdatter,Female,"Stavning,_Stauning, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Peder_Offesen,Male,"Højen, Højenskov, Nørrejylland",Witchcraft,Unknown,56.2639,9.5018,region
1617,Inger_Peders,Female,"Højen, Højenskov, Nørrejylland",Witchcraft,Unknown,56.2639,9.5018,region
1617,Terkell_Pedersen,Male,"Højen, Højenskov, Nørrejylland",Witchcraft,Unknown,56.2639,9.5018,region
1617,Karen_Tamesdatter,Female,"Vester_Assels, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1617,Gunder_Hanskone,Female,"Ål, Billumvad, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Johane_Rasmusdatter_Thusens,Female,"Koed, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Peder_Rasmussen,Male,"Todbjerg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Mette_Mikkelsdatter,Female,"Enslev, Kirial, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1617,Maren_Justdatter,Female,"Århus, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.1629,10.2039,town
1617,Kirsten_Olufs,Female,"Kvong, Nørrejylland",Witchcraft,Settlement,56.2639,9.5018,region
1617,Diunes_Sørensen,Male,"Alslev, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Ane_Nielsdatter_Gamell_moder,Female,"Vive, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.7833,10.1,town
1617,Kiersten_Andersdatter_Huid,Female,"Voldby, Thorsø, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1617,Giertrud_Chrestensdatter_Ringlifyr,Female,"Ebeltoft, Nørrejylland",Witchcraft,Acquitted,56.1957,10.6836,town
1617,lnger_Winter,Female,"Tune_Herred, Jersie, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.52507,12.16435,original
1617,Birgitte_Anders,Female,"Vordingborg, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.0102518,11.9097478,original
1617,Maren_Lasses,Female,"Vordingborg, Sjælland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.0102518,11.9097478,original
1617,Mikkel_Chrestensen,Male,"Skast_Herred, Hostrup, Nørrejylland",Witchcraft,Unknown,55.53,8.63,herred
1617,Line_Vidschis,Female,"Varde, Nørrejylland",Witchcraft,Unknown,55.6212,8.4813,town
1617,Karen_Chrestens,Female,"Varde, Nørrejylland",Witchcraft,Unknown,55.6212,8.4813,town
1617,Abelone_Poulskone,Female,"Varde, Nørrejylland",Witchcraft,Unknown,55.6212,8.4813,town
1618,Maren_Pouelsdatter,Female,"Ringkøbing, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.09,8.2464,town
1618,Buold_Jensdatter_Kleiens,Female,"Mariager, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.6472,9.9822,town
1618,Karen_Sørensdatter_Kachis,Female,"Mariager, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.6472,9.9822,town
1618,Maren_Nielsdatter_Knuds,Female,"Mariager, Nørrejylland",Witchcraft,Acquitted,56.6472,9.9822,town
1618,Ane_Jensdatter,Female,"Mariager, Nørrejylland",Witchcraft,Acquitted,56.6472,9.9822,town
1618,Gunder_Jensdatter,Female,"Villerslev, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Mette_Pedersdatter,Female,"Ulsted, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Lauritz_Espersen_Hiffuelmand,Male,"Mariager, Nørrejylland",Witchcraft,Acquitted,56.6472,9.9822,town
1618,Lauritz_Espersen_Hiffuelmand,Male,"Mariager, Nørrejylland",Witchcraft,Acquitted,56.6472,9.9822,town
1618,Kirsten_Chresten_Pedersen_Skrædders,Female,"Vindblæs, Ajstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Bergitte_Las_Sørensens,Female,"Vindblæs, Ajstrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Paasche_Rasmussen,Male,"Sønder-Lem, Karsbæk, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Karen_Persdatter,Female,"Aså-Melholt, Gjerå, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Maren_Sørensdatter_Andersis_Allerød,Female,"Hundslund, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Peder_Sørensen_Gjedsted,Male,"Læsten, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Ane_Pedersdatter_Lampens,Female,"Vadum, V._Kalve, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Giertrud_Kreensdatter,Female,"Ravnstrup, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Maren_Brandtiis,Female,"Dallerup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Mette_Lauritzdatter_Kongens_Hiordequinde,Female,"Ørting, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Maren_Lyrings,Female,"Ovsted, Tebbestrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Rasmus_Jensen_Grindo,Male,"Lemvig, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.5497,8.3086,town
1618,Kirsten_Chrestensdatter,Female,"Holstebro, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Kiesten_Nielsdatter_Snedker,Female,"Viborg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4531684,9.4075049,original
1618,Knud_Nielsen_Gryder,Male,"Odder, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Karen_Morten,Female,"Alrø, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Karen_Jenses,Female,"Hundslund, Suinballe, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Mette_Piersdatter_Bagerkone,Female,"Hundslund, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Sitzell_Jensdatter_Lamb_Sitzell,Female,"Randlev, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Anne_Ollkuone,Female,"Hørning, Fregerslev, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Kiersten_Lisbierigs,Female,"Skanderup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Maren_Jepsdatter,Female,"Ørridslev, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Inger_Michels,Female,"Falling, Vads_Mølle, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Inger_Michels,Female,"Falling, Vads_Mølle, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Offue_Sørensen,Male,"Falling, Halkjær, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Else_Jenses,Female,"Hundslund, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Jens_Sørensen,Male,"Ørting, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Maren_Jensdatter,Female,"Rindum, Rindom, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.1017,8.2433,town
1618,Mette_Ankersdatter_Loses,Female,"Kolding, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4904,9.4721,town
1618,Mette_Mikkels_Skibsbygger,Female,"Kolding, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,55.4904,9.4721,town
1618,Else_Offersdatter,Female,"Holstebro, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Anne_Jeppes,Female,"Tåning, Søballe, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Maren_Throffuelses,Female,"Bryrup, Brørup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,55.4778,8.9861,town
1618,Bergeti_Ibsdatter,Female,"Hylke, Ustrup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Maren_Pouels_Sømbtøyet,Female,"Gylling, Søby, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Maren_Lauridzes,Female,"Hundslund, Thudstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Anne_Chrestensdatter,Female,"Rye, Ry, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Appeloni_Milchers,Female,"Sønder-Lem, Sdr._Lem, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1618,Kiersten_Lauritzdatter_Fassiis,Female,"Viborg, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.4531684,9.4075049,original
1618,Johane_Tamesdatter,Female,"Skive, Nørrejylland",Witchcraft,Acquitted,56.5667,9.0333,town
1618,Buold_Møllerkone,Female,"Elling, Jerup-Lerbæk, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,57.45,10.4667,town
1618,Johane_Lauritzdatter_Knepes,Female,"Kobberup, Tastum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Jnge_Maltesquone,Female,"Kobberup, Ildsøe, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Mergritt_Offuidtzdatter_Munkis,Female,"Aarhus, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.1629,10.2039,town
1618,Mette_Sørens,Female,"Gylding, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Simen_Degenn,Male,"Falling, Gylding, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Maren_Michels,Female,"Halling, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Karen_Rasmusses_Fischekone,Female,"Gylding, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Anne_Sørens,Female,"Gylding, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Maren_Jenses,Female,"Gylling, Fendsten, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Mette_Michels,Female,"Saksild, Kysing, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Dorthe_Rasmusis,Female,"Kollerup, Hygum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Johane_Loduigsdatter/Lauritzdatter,Female,"Brønderslev, Vester_Brønderslev, Nørrejylland",Witchcraft,Acquitted,57.2686,9.95,town
1618,Thamis_Jensen,Male,"Lydbæk, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1618,Johane_Pallis,Female,"Stavning,_Vognbjerg, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Kiersten_Chrestensdatter_Bundtz,Female,"Viborg, Nørrejylland",Witchcraft,Acquitted,56.4531684,9.4075049,original
1618,Sisell_Nielsdatter_Lauridtz,Female,"Skanderup, Forlev, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Niels_Sørensen,Male,"Ørting, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1618,Maren_Lauridskone,Female,"Skast_Herred, Hostrup, Nørrejylland",Witchcraft,Unknown,55.53,8.63,herred
1618,Kirsten_Nielskone,Female,"Skast_Herred, Hostrup, Nørrejylland",Witchcraft,Unknown,55.53,8.63,herred
1618,Maren_Lauritskone,Female,"Skast_Herred, Hostrup, Nørrejylland",Witchcraft,Unknown,55.53,8.63,herred
1618,Maren_Peders,Female,"Skast_Herred, Hostrup, Nørrejylland-Øse",Witchcraft,Unknown,55.53,8.63,herred
1618,Peder_Hemmingsen_Kiusse,Male,"Vordingborg, Sjælland",Secret_Arts,Guilty_To_be_punished_by_the_bailiff,55.0102518,11.9097478,original
1618-1619,Karen_Rasmusdatter,Female,"Skanderborg, Hundslund, Nørrejylland",Witchcraft_or_Secret_Arts,Unknown,56.0357,9.9316,town
1618-1619,Villads_Hyrde,Male,"Skanderborg, Ry, Nørrejylland",Witchcraft_or_Secret_Arts,Unknown,56.0357,9.9316,town
1618-19,Anne_Åkvinde,Female,"Skanderborg_Aakær_len, Jeksen, Nørrejylland",Witchcraft,Unknown,56.2639,9.5018,region
1618-29,Maren_Lovring,Female,"Skanderborg-Aakær_len, Skårup, Nørrejylland",Witchcraft,Unknown,56.0357,9.9316,herred
1618,Kirstine_Föytens,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake_or_suicide,55.605,13.0038,town
1618,"Marine_Jensdattert,_kaldet_Fröcken",Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Acquitted_or_banished,55.605,13.0038,town
1618,Sidse_Pedersdatter,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts,Guilty_execution_of_burning_at_the_stake,55.605,13.0038,town
1618,Karine_Fönboe,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts_Denunciation,The_person_who_named_her_withdrew_the_statement,55.605,13.0038,town
1618,Margrete,Female,"Malmø, Skånelandene",Witchcraft_or_Secret_Arts_Denunciation,The_person_who_named_her_withdrew_the_statement,55.605,13.0038,town
1619,Anne_Thamiskone,Female,"Ål, Gjedbjerg, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Anne_Thamiskone,Female,"Ål, Gedbjerg, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Anne_Simmensdatter_Engell,Female,"Kragelund, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Johane_Pedersdatter_Pus,Female,"Lundum, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Ane_Jensdatter_Somers,Female,"Beder, Fløistrup, Nørrejylland",Witchcraft,A_church_jury_kirkenaevn_still_had_to_be_sworn_in_at_the_local_court_so_Viborg_regional_court_landsting_sent_the_case_back,56.2639,9.5018,region
1619,Mette_Jensdatter_Hiort,Female,"Rom, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Johane_Jensdatter,Female,"Bølling, Nørgård, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.07,8.73,herred
1619,Karin_Jensdatter,Female,"Stenum, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Maren_Jensdatter_Møes,Female,"Gjellerup, Gjeldrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Ludtze_Chrestensdatter,Female,"Giver, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Anne_Stoffensdatter,Female,"Oddum, Odderup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Mette_Pedersdatter_Raskis,Female,"Falling, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Ane_Nielskone,Female,"Øse, Hostrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Maren_Jensdatter,Female,"Tolstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Kirsten_Jensdatter,Female,"Randlev, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Palle_Christensen,Male,"Hørup, Kjellerup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2833,9.4333,town
1619,Niels_Nielsen,Male,"Hørup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Niels_Nielsens_wife,Female,"Hørup, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Johane_Huidzdatter,Female,"Oddum, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Kirsten_Bertelsdatter,Female,"Ejstrup, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Bergette_Jensdatter_Engelands,Female,"Skive, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.5667,9.0333,town
1619,Anders_Sørensen_Munk,Male,"Resen, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Giertrud_Sørensdatter_Scholders,Female,"Vridsted, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Niels_Andersen_Munk,Male,"Mønsted, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Maren_Chrestenskone_Kjeldsig,Female,"Brejning, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Anne_Pers,Female,"Nørre_Bork, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Nis_Christensen,Male,"Lundsby, Oddum, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Appelone_Niskone_Pasgrøn,Female,"Lundsby, Oddum, Nørrejylland",Witchcraft_Denunciation_case,Acquitted,56.2639,9.5018,region
1619,Maren_Jensdatter_Boes,Female,"Ørum, Nørrejylland",Witchcraft,Guilty_execution_of_burning_at_the_stake,56.2639,9.5018,region
1619,Maren_Lauritzdatter,Female,"Funder, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Laurids_Pedersen,Male,"Funder, Nørrejylland",Witchcraft,Acquitted,56.2639,9.5018,region
1619,Margrethe_Nielsdatter,Female,"Funder, Nørrejylland,_Elinge",Witchcraft,Acquitted,56.2639,9.5018,region
